date,close,change,pct,open,high,low,volume,fetch_time
2023-01-20,1926.40,4.30,0.22,1922.10,1928.50,1921.40,1346,
2023-01-23,1927.10,0.70,0.04,1926.50,1927.10,1915.00,218,
2023-01-24,1933.90,6.80,0.35,1931.80,1936.80,1931.80,201,
2023-01-25,1941.20,7.30,0.38,1941.20,1941.20,1939.80,7,
2023-01-26,1929.10,-12.10,-0.62,1936.60,1937.10,1927.10,131,
2023-01-27,1928.60,-0.50,-0.03,1928.60,1928.60,1928.60,150902,
2023-01-30,1922.90,-5.70,-0.30,1928.30,1933.60,1920.30,27220,
2023-01-31,1929.50,6.60,0.34,1923.00,1930.40,1900.60,1910,
2023-02-01,1927.80,-1.70,-0.09,1927.20,1955.00,1922.00,2290,
2023-02-02,1916.30,-11.50,-0.60,1952.30,1959.10,1911.30,748,
2023-02-03,1862.90,-53.40,-2.79,1912.40,1917.00,1861.50,992,
2023-02-06,1866.20,3.30,0.18,1865.60,1880.00,1863.40,424,
2023-02-07,1871.70,5.50,0.29,1870.00,1875.70,1868.00,297,
2023-02-08,1877.40,5.70,0.30,1872.10,1880.40,1872.10,230,
2023-02-09,1866.20,-11.20,-0.60,1875.30,1884.60,1859.80,223,
2023-02-10,1862.80,-3.40,-0.18,1861.60,1863.50,1852.40,27,
2023-02-13,1851.90,-10.90,-0.59,1859.00,1861.00,1850.00,569,
2023-02-14,1854.00,2.10,0.11,1854.10,1862.00,1846.20,656,
2023-02-15,1834.20,-19.80,-1.07,1842.00,1842.00,1828.20,368,
2023-02-16,1842.00,7.80,0.43,1838.60,1843.70,1827.20,222,
2023-02-17,1840.40,-1.60,-0.09,1827.40,1842.20,1818.40,35,
2023-02-21,1833.00,-7.40,-0.40,1842.60,1843.00,1833.00,862,
2023-02-22,1832.00,-1.00,-0.05,1835.70,1836.20,1825.10,278,
2023-02-23,1818.00,-14.00,-0.76,1826.40,1827.50,1818.00,291,
2023-02-24,1808.80,-9.20,-0.51,1808.80,1808.80,1808.80,404,
2023-02-27,1817.00,8.20,0.45,1811.60,1817.50,1808.90,829,
2023-02-28,1828.90,11.90,0.65,1808.10,1830.00,1808.10,618,
2023-03-01,1837.70,8.80,0.48,1827.10,1841.70,1827.10,211,
2023-03-02,1833.50,-4.20,-0.23,1830.00,1836.30,1830.00,154,
2023-03-03,1847.70,14.20,0.77,1837.30,1855.40,1837.30,61,
2023-03-06,1847.90,0.20,0.01,1853.30,1853.80,1844.20,5,
2023-03-07,1813.90,-34.00,-1.84,1840.90,1840.90,1813.90,450,
2023-03-08,1812.70,-1.20,-0.07,1811.60,1812.90,1811.50,75,
2023-03-09,1829.30,16.60,0.92,1816.40,1829.30,1815.60,332,
2023-03-10,1862.00,32.70,1.79,1852.30,1868.50,1852.00,248,
2023-03-13,1911.70,49.70,2.67,1890.80,1913.10,1875.10,503,
2023-03-14,1906.20,-5.50,-0.29,1912.20,1912.20,1901.10,107,
2023-03-15,1926.60,20.40,1.07,1903.90,1926.60,1898.50,564,
2023-03-16,1919.00,-7.60,-0.39,1909.90,1931.70,1909.90,394,
2023-03-17,1969.80,50.80,2.65,1946.00,1985.10,1946.00,82,
2023-03-20,1979.20,9.40,0.48,1988.30,2003.90,1968.90,389,
2023-03-21,1938.00,-41.20,-2.08,1973.80,1973.80,1938.00,47,
2023-03-22,1946.80,8.80,0.45,1946.80,1974.00,1946.80,50,
2023-03-23,1993.80,47.00,2.41,1990.50,1994.60,1990.50,33,
2023-03-24,1982.10,-11.70,-0.59,1991.70,1995.40,1982.10,19,
2023-03-27,1952.40,-29.70,-1.50,1957.20,1957.20,1952.40,877,
2023-03-28,1972.40,20.00,1.02,1972.40,1972.40,1972.40,21,
2023-03-29,1966.10,-6.30,-0.32,1966.10,1966.10,1966.10,88563,
2023-03-30,1980.30,14.20,0.72,1965.90,1984.40,1954.90,10119,
2023-03-31,1969.00,-11.30,-0.57,1981.30,1986.80,1968.00,957,
2023-04-03,1983.90,14.90,0.76,1968.10,1991.70,1950.00,737,
2023-04-04,2022.20,38.30,1.93,1984.60,2027.10,1979.00,811,
2023-04-05,2020.90,-1.30,-0.06,2022.10,2033.80,2013.60,525,
2023-04-06,2011.90,-9.00,-0.45,2022.20,2023.30,2005.00,0,
2023-04-10,1989.10,-22.80,-1.13,2000.00,2006.60,1984.00,652,
2023-04-11,2004.80,15.70,0.79,1991.40,2006.50,1991.40,68,
2023-04-12,2010.90,6.10,0.30,2005.20,2025.70,2005.20,172,
2023-04-13,2041.30,30.40,1.51,2015.60,2048.60,2015.60,1043,
2023-04-14,2002.20,-39.10,-1.92,2041.00,2047.80,1995.00,718,
2023-04-17,1994.20,-8.00,-0.40,2002.70,2007.60,1983.20,554,
2023-04-18,2007.40,13.20,0.66,1996.90,2007.40,1996.90,72,
2023-04-19,1995.20,-12.20,-0.61,2005.70,2006.40,1969.80,61,
2023-04-20,2007.60,12.40,0.62,1998.00,2007.60,1998.00,164,
2023-04-21,1979.50,-28.10,-1.40,1996.20,1996.20,1974.10,132,
2023-04-24,1989.10,9.60,0.48,1981.30,1989.80,1977.40,145,
2023-04-25,1994.00,4.90,0.25,1995.70,1999.10,1982.30,306,
2023-04-26,1985.70,-8.30,-0.42,1997.80,1998.80,1985.60,615,
2023-04-27,1989.90,4.20,0.21,1990.60,2002.30,1979.90,355,
2023-04-28,1990.10,0.20,0.01,1986.90,1990.10,1977.70,152,
2023-05-01,1983.40,-6.70,-0.34,1980.10,2005.00,1976.90,210,
2023-05-02,2014.30,30.90,1.56,1994.70,2018.00,1994.70,1896,
2023-05-03,2028.60,14.30,0.71,2017.10,2035.10,2015.20,1349,
2023-05-04,2048.00,19.40,0.96,2045.00,2072.00,2040.00,930,
2023-05-05,2017.40,-30.60,-1.49,2046.40,2046.40,2004.30,59,
2023-05-08,2026.30,8.90,0.44,2022.50,2026.30,2022.50,3,
2023-05-09,2036.20,9.90,0.49,2026.60,2037.30,2025.90,241,
2023-05-10,2030.50,-5.70,-0.28,2032.30,2044.30,2029.50,248,
2023-05-11,2014.70,-15.80,-0.78,2034.10,2038.30,2014.00,90,
2023-05-12,2014.50,-0.20,-0.01,2014.50,2014.50,2014.50,115,
2023-05-15,2018.00,3.50,0.17,2013.80,2018.00,2013.80,3,
2023-05-16,1988.40,-29.60,-1.47,1988.40,1988.40,1988.40,49,
2023-05-17,1980.70,-7.70,-0.39,1983.60,1983.60,1980.70,13,
2023-05-18,1956.50,-24.20,-1.22,1956.50,1956.80,1956.50,23,
2023-05-19,1978.70,22.20,1.13,1960.00,1978.70,1960.00,106,
2023-05-22,1974.80,-3.90,-0.20,1980.50,1980.50,1974.80,8,
2023-05-23,1972.40,-2.40,-0.12,1972.40,1972.40,1972.40,1,
2023-05-24,1962.80,-9.60,-0.49,1975.40,1975.40,1962.80,189,
2023-05-25,1943.10,-19.70,-1.00,1943.10,1943.10,1943.10,1,
2023-05-26,1944.10,1.00,0.05,1948.20,1948.40,1944.10,166036,
2023-05-30,1958.00,13.90,0.71,1942.70,1962.60,1931.00,37838,
2023-05-31,1963.90,5.90,0.30,1958.20,1973.00,1953.00,5959,
2023-06-01,1978.00,14.10,0.72,1963.20,1983.00,1954.30,750,
2023-06-02,1952.40,-25.60,-1.29,1977.10,1982.50,1947.40,356,
2023-06-05,1958.00,5.60,0.29,1947.50,1961.90,1937.80,713,
2023-06-06,1965.50,7.50,0.38,1960.80,1965.50,1958.80,164,
2023-06-07,1942.70,-22.80,-1.16,1959.00,1968.40,1940.70,139,
2023-06-08,1963.60,20.90,1.08,1943.20,1969.00,1943.10,433,
2023-06-09,1962.20,-1.40,-0.07,1965.10,1969.80,1960.30,49,
2023-06-12,1955.30,-6.90,-0.35,1959.70,1963.50,1951.40,212,
2023-06-13,1944.60,-10.70,-0.55,1960.60,1967.50,1940.30,343,
2023-06-14,1955.30,10.70,0.55,1946.20,1958.20,1940.30,202,
2023-06-15,1957.80,2.50,0.13,1941.70,1958.80,1926.00,329,
2023-06-16,1958.40,0.60,0.03,1961.40,1962.90,1953.50,119,
2023-06-20,1935.50,-22.90,-1.17,1958.60,1958.60,1931.30,193,
2023-06-21,1933.30,-2.20,-0.11,1935.60,1936.80,1920.00,557,
2023-06-22,1912.70,-20.60,-1.07,1920.00,1921.00,1912.10,237,
2023-06-23,1919.10,6.40,0.33,1918.70,1932.50,1918.70,105,
2023-06-26,1923.70,4.60,0.24,1922.90,1928.50,1922.50,71,
2023-06-27,1914.00,-9.70,-0.50,1927.00,1929.40,1914.00,49,
2023-06-28,1912.30,-1.70,-0.09,1912.30,1912.30,1912.30,628,
2023-06-29,1909.20,-3.10,-0.16,1909.90,1909.90,1892.50,289,
2023-06-30,1921.10,11.90,0.62,1908.60,1921.10,1900.60,445,
2023-07-03,1921.70,0.60,0.03,1917.90,1929.50,1917.90,41,
2023-07-05,1919.60,-2.10,-0.11,1923.50,1933.90,1914.70,193,
2023-07-06,1908.70,-10.90,-0.57,1909.30,1910.20,1903.20,81,
2023-07-07,1926.20,17.50,0.92,1913.40,1934.10,1913.40,61,
2023-07-10,1925.00,-1.20,-0.06,1923.60,1926.10,1912.30,269,
2023-07-11,1931.30,6.30,0.33,1925.00,1937.00,1924.20,142,
2023-07-12,1956.20,24.90,1.29,1932.30,1958.00,1932.20,132,
2023-07-13,1959.20,3.00,0.15,1961.10,1961.10,1953.00,121,
2023-07-14,1960.10,0.90,0.05,1958.40,1960.60,1952.70,94,
2023-07-17,1952.40,-7.70,-0.39,1954.00,1956.50,1946.60,29,
2023-07-18,1977.20,24.80,1.27,1968.80,1978.40,1963.40,83,
2023-07-19,1977.50,0.30,0.02,1977.00,1977.50,1973.00,35,
2023-07-20,1968.30,-9.20,-0.47,1973.70,1973.70,1965.60,638,
2023-07-21,1964.30,-4.00,-0.20,1961.80,1964.30,1961.80,50,
2023-07-24,1960.30,-4.00,-0.20,1965.30,1965.50,1960.30,2,
2023-07-25,1962.10,1.80,0.09,1953.00,1962.50,1953.00,19,
2023-07-26,1968.90,6.80,0.35,1966.20,1972.00,1966.20,51,
2023-07-27,1945.40,-23.50,-1.19,1945.40,1945.40,1945.40,194253,
2023-07-28,1960.40,15.00,0.77,1945.50,1962.20,1944.20,23155,
2023-07-31,1970.50,10.10,0.52,1959.20,1971.60,1950.00,1025,
2023-08-01,1940.70,-29.80,-1.51,1964.90,1965.40,1940.70,688,
2023-08-02,1937.40,-3.30,-0.17,1948.40,1953.60,1933.20,652,
2023-08-03,1932.00,-5.40,-0.28,1934.20,1936.50,1928.00,773,
2023-08-04,1939.60,7.60,0.39,1934.90,1945.00,1920.00,290,
2023-08-07,1933.50,-6.10,-0.31,1941.00,1941.00,1929.80,376,
2023-08-08,1924.10,-9.40,-0.49,1931.70,1933.20,1923.00,555,
2023-08-09,1915.40,-8.70,-0.45,1925.40,1928.80,1913.70,451,
2023-08-10,1914.40,-1.00,-0.05,1921.10,1927.80,1911.40,178,
2023-08-11,1912.90,-1.50,-0.08,1913.00,1916.60,1911.80,57,
2023-08-14,1910.60,-2.30,-0.12,1909.30,1912.60,1903.30,46,
2023-08-15,1902.50,-8.10,-0.42,1906.00,1907.70,1895.00,73,
2023-08-16,1896.10,-6.40,-0.34,1904.50,1904.50,1890.30,22,
2023-08-17,1884.10,-12.00,-0.63,1893.70,1902.40,1884.00,245,
2023-08-18,1886.10,2.00,0.11,1891.80,1891.80,1886.10,19,
2023-08-21,1893.30,7.20,0.38,1893.60,1893.60,1893.30,876,
2023-08-22,1896.40,3.10,0.16,1894.60,1896.80,1892.80,46,
2023-08-23,1918.50,22.10,1.17,1909.60,1918.50,1909.60,547,
2023-08-24,1918.20,-0.30,-0.02,1920.00,1920.80,1918.20,337,
2023-08-25,1911.10,-7.10,-0.37,1919.80,1919.80,1911.10,195,
2023-08-28,1917.90,6.80,0.36,1915.50,1921.50,1915.50,99,
2023-08-29,1936.50,18.60,0.97,1917.90,1936.50,1916.90,1674,
2023-08-30,1944.30,7.80,0.40,1936.00,1946.40,1934.60,396,
2023-08-31,1938.20,-6.10,-0.31,1944.40,1944.40,1938.20,491,
2023-09-01,1939.80,1.60,0.08,1950.00,1950.00,1936.60,167,
2023-09-05,1926.20,-13.60,-0.70,1934.40,1934.40,1924.70,113,
2023-09-06,1918.10,-8.10,-0.42,1924.10,1925.30,1916.30,24,
2023-09-07,1917.50,-0.60,-0.03,1917.60,1921.50,1917.50,41,
2023-09-08,1918.40,0.90,0.05,1924.00,1924.70,1918.40,105,
2023-09-11,1923.30,4.90,0.26,1923.00,1928.30,1921.80,50,
2023-09-12,1911.30,-12.00,-0.62,1920.80,1920.80,1911.30,365,
2023-09-13,1909.10,-2.20,-0.12,1910.30,1914.60,1908.90,15,
2023-09-14,1910.00,0.90,0.05,1903.00,1910.00,1903.00,169,
2023-09-15,1923.70,13.70,0.72,1923.50,1927.30,1923.50,8,
2023-09-18,1931.50,7.80,0.41,1928.20,1931.50,1926.40,19,
2023-09-19,1932.00,0.50,0.03,1934.00,1934.00,1932.00,6,
2023-09-20,1945.60,13.60,0.70,1945.60,1945.60,1929.20,119,
2023-09-21,1919.20,-26.40,-1.36,1924.00,1924.00,1919.20,9,
2023-09-22,1925.40,6.20,0.32,1925.40,1925.40,1925.40,1,
2023-09-25,1916.60,-8.80,-0.46,1916.60,1916.60,1916.60,114,
2023-09-26,1900.40,-16.20,-0.85,1905.00,1905.10,1900.40,161,
2023-09-27,1871.60,-28.80,-1.52,1871.60,1871.60,1871.60,12251,
2023-09-28,1860.40,-11.20,-0.60,1875.50,1878.20,1856.70,4654,
2023-09-29,1848.10,-12.30,-0.66,1864.30,1872.30,1846.00,1605,
2023-10-02,1830.00,-18.10,-0.98,1844.10,1845.90,1826.70,2309,
2023-10-03,1824.60,-5.40,-0.30,1825.00,1830.90,1816.80,310,
2023-10-04,1818.50,-6.10,-0.33,1821.80,1828.20,1816.40,357,
2023-10-05,1816.60,-1.90,-0.10,1826.30,1826.30,1815.60,393,
2023-10-06,1830.20,13.60,0.75,1819.00,1831.80,1809.40,390,
2023-10-09,1849.50,19.30,1.05,1842.50,1861.50,1842.50,232,
2023-10-10,1861.00,11.50,0.62,1857.00,1861.40,1852.80,236,
2023-10-11,1872.80,11.80,0.63,1869.50,1874.60,1869.10,65,
2023-10-12,1869.30,-3.50,-0.19,1874.70,1881.20,1867.00,46,
2023-10-13,1927.40,58.10,3.11,1877.50,1930.10,1877.50,43,
2023-10-16,1921.10,-6.30,-0.33,1910.40,1921.10,1910.30,53,
2023-10-17,1922.70,1.60,0.08,1914.30,1925.80,1914.30,103,
2023-10-18,1955.30,32.60,1.70,1935.00,1957.90,1935.00,67,
2023-10-19,1968.40,13.10,0.67,1950.10,1977.70,1945.70,1945,
2023-10-20,1982.50,14.10,0.72,1981.10,1988.60,1980.40,557,
2023-10-23,1976.30,-6.20,-0.31,1976.20,1978.90,1972.90,127,
2023-10-24,1975.00,-1.30,-0.07,1970.30,1975.00,1970.30,10,
2023-10-25,1984.10,9.10,0.46,1971.20,1985.30,1971.20,97,
2023-10-26,1987.20,3.10,0.16,1988.20,1988.20,1980.40,521,
2023-10-27,1988.60,1.40,0.07,1988.60,1988.60,1988.60,372,
2023-10-30,1996.20,7.60,0.38,2004.10,2004.10,1992.50,157,
2023-10-31,1985.20,-11.00,-0.55,1996.50,2001.00,1983.70,84,
2023-11-01,1978.80,-6.40,-0.32,1990.50,1990.50,1977.80,41,
2023-11-02,1985.60,6.80,0.34,1989.10,1990.30,1979.50,39,
2023-11-03,1991.50,5.90,0.30,1989.00,1991.50,1989.00,12,
2023-11-06,1981.60,-9.90,-0.50,1981.60,1981.60,1977.40,130,
2023-11-07,1966.80,-14.80,-0.75,1966.50,1966.80,1960.70,20,
2023-11-08,1951.50,-15.30,-0.78,1967.80,1967.80,1947.70,43,
2023-11-09,1964.20,12.70,0.65,1951.70,1964.20,1945.30,10,
2023-11-10,1932.60,-31.60,-1.61,1959.60,1959.60,1932.60,375,
2023-11-13,1945.50,12.90,0.67,1939.90,1947.20,1934.00,191,
2023-11-14,1961.80,16.30,0.84,1965.80,1965.80,1961.80,2,
2023-11-15,1960.10,-1.70,-0.09,1962.80,1962.80,1960.00,6,
2023-11-16,1983.90,23.80,1.21,1965.30,1983.90,1964.60,39,
2023-11-17,1981.60,-2.30,-0.12,1982.50,1984.00,1979.80,32,
2023-11-20,1977.70,-3.90,-0.20,1978.70,1979.40,1969.70,182,
2023-11-21,1999.30,21.60,1.09,1990.70,2005.50,1988.50,16,
2023-11-22,1991.40,-7.90,-0.40,1999.10,1999.40,1991.00,6075,
2023-11-24,2002.20,10.80,0.54,1991.90,2002.20,1991.50,63,
2023-11-27,2011.80,9.60,0.48,2011.70,2011.80,2011.70,228,
2023-11-28,2039.70,27.90,1.39,2040.60,2042.70,2039.70,174665,
2023-11-29,2047.10,7.40,0.36,2041.70,2052.10,2036.00,15290,
2023-11-30,2038.10,-9.00,-0.44,2046.10,2047.10,2033.10,2506,
2023-12-01,2071.00,32.90,1.61,2038.30,2073.20,2036.00,614,
2023-12-04,2024.10,-46.90,-2.26,2075.30,2130.20,2021.00,1071,
2023-12-05,2018.50,-5.60,-0.28,2035.10,2037.00,2010.20,289,
2023-12-06,2030.50,12.00,0.59,2019.90,2035.80,2019.00,417,
2023-12-07,2029.90,-0.60,-0.03,2029.20,2034.90,2024.00,67,
2023-12-08,1998.30,-31.60,-1.56,2031.70,2033.10,1995.00,449,
2023-12-11,1978.00,-20.30,-1.02,2004.10,2004.20,1977.20,651,
2023-12-12,1977.80,-0.20,-0.01,1984.20,1994.20,1977.80,95,
2023-12-13,1982.30,4.50,0.23,1978.50,2024.80,1975.00,2252,
2023-12-14,2030.20,47.90,2.42,2024.70,2040.10,2024.30,236,
2023-12-15,2021.10,-9.10,-0.45,2032.60,2043.40,2018.30,261,
2023-12-18,2026.30,5.20,0.26,2024.30,2032.80,2024.00,100,
2023-12-19,2038.40,12.10,0.60,2025.20,2042.70,2025.20,498,
2023-12-20,2034.50,-3.90,-0.19,2037.10,2037.10,2030.30,258,
2023-12-21,2039.10,4.60,0.23,2035.80,2044.50,2033.00,228,
2023-12-22,2057.10,18.00,0.88,2055.70,2068.70,2052.20,202,
2023-12-26,2058.20,1.10,0.05,2060.00,2060.80,2054.20,64,
2023-12-27,2081.90,23.70,1.15,2067.30,2081.90,2064.80,586,
2023-12-28,2073.90,-8.00,-0.38,2081.60,2087.30,2066.50,338,
2023-12-29,2062.40,-11.50,-0.55,2068.00,2068.90,2062.10,47,
2024-01-02,2064.40,2.00,0.10,2063.50,2073.70,2057.10,61,
2024-01-03,2034.20,-30.20,-1.46,2034.20,2044.00,2034.20,54,
2024-01-04,2042.30,8.10,0.40,2041.60,2044.50,2038.00,88,
2024-01-05,2042.40,0.10,0.00,2044.50,2048.10,2042.40,12,
2024-01-08,2026.60,-15.80,-0.77,2019.10,2033.70,2019.10,10,
2024-01-09,2026.40,-0.20,-0.01,2035.80,2035.80,2026.40,27,
2024-01-10,2021.70,-4.70,-0.23,2029.00,2035.60,2021.70,538,
2024-01-11,2014.30,-7.40,-0.37,2025.10,2025.10,2014.30,97,
2024-01-12,2046.70,32.40,1.61,2031.10,2057.00,2031.10,390,
2024-01-16,2026.00,-20.70,-1.01,2051.70,2054.80,2026.00,46,
2024-01-17,2002.60,-23.40,-1.15,2026.50,2026.50,2002.60,764,
2024-01-18,2018.60,16.00,0.80,2012.80,2018.60,2009.50,1474,
2024-01-19,2026.50,7.90,0.39,2023.20,2036.00,2019.50,50,
2024-01-22,2019.80,-6.70,-0.33,2021.30,2021.30,2019.80,12,
2024-01-23,2023.70,3.90,0.19,2030.30,2030.30,2022.50,15,
